utt_id,text,context,speaker,show,label,split
1_S11E04_273,"Thanks for trying, but you're not gonna be able to cheer me up.","Reason number 13 to feel good: as a launch, it was bad, but as an explosion, it was glorious. Reason 14: you still have all your fingers, and boys prefer a dad with fingers.",HOWARD,BBT,0,train
2_343,"So to sum up, I'm Professor Geller.","Whoa Let me start by uh, by introducing myself, I am Professor Geller.",ROSS,FRIENDS,0,train
2_227,You sure he is going to be able to crack that code?,"Well, despite the yummy bagels and palpable tension, I have got pants that need to be altered.",CHANDLER,FRIENDS,1,train
1_6427,Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop.,"Oh, oh, oh. Was he the one who made you eat your arm hair? No, but, actually, that was this guy's sister. All right, well, what do you think he wants? I don't know. You know, the holidays are just around the corner. Maybe he wants to see if he can lodge the other testicle up there. I told you. That was a different guy.",PENNY,BBT,1,train
1_S12E02_466,Do your 63 other crayon friends know you're out?,"Oh. Oh, my God. Yeah. I wanted to look my best for our date, and I made a series of bad decisions... ...one of which is hidden by my pants. Wow. (laughs) Do you still want to go out with me? Absolutely. Hey, maybe we can go find Nemo together. That's a good one.",OTHER,BBT,1,train
1_11723,"Not much, but he seemed to be in a pretty good place.","Oh... then I choose a janitor.
'Cause I'm about to throw up. I'm in love.
Let's do something else. Ooh, uh, Emily gets off work soon.
Why don't the four of us go out? Okay. Sounds good. Should we call Howard and Bernadette? I don't know what time their plane gets in, but let me, let me shoot them a text. Did he say anything about the funeral?",RAJ,BBT,0,train
2_371,I-I'm really sorry. It's just that I,"Hi umm, listen come here, come in. I'm so-so sorry about yesterday.",ROSS,FRIENDS,0,train
1_S10E03_177,"Gentlemen, I am ready to work. To quote The Martian, ""Let's science the feces out of this!"" That's The Martian the book and The Martian the movie, not Marvin the Martian.","Why is it taking him so long to get a drink out of a vending machine? Oh, it's complicated. He finds pushing that little door and reaching up into the machine uncomfortably intimate. (door opens)",SHELDON,BBT,0,train
1_S09E02_392,"Oh. Oh, my God, that is the most beautiful thing anyone's ever said to me. Yeah?","I've loved you since the moment we met, and I will keep loving you until the end of time.",PENNY,BBT,0,train
2_177,I can show you an ID if you want?,Um-hmm. Oh wait! This is Bonnie. Hi! This is Bonnie?  This is Bonnie?  You're Bonnie?,PERSON,FRIENDS,1,train
3_S06E01_317,He's our most profitable developer by far.,"So, how do we get rid of this fucker? Look, Richard, I don't like this any more than you do, but we can't get rid of Colin.",OTHER,SV,0,train
2_438,Really? Struck down in the prime of life.,"Chandler, I think I am sick",CHANDLER,FRIENDS,1,train
2_502,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,Still worried about the money you owe the government?,DOROTHY,GOLDENGIRLS,1,train
2_429,"I really, really enjoyed it. Very exotic.","Ha-ha, it's not my baby, ha-ha-ha! Very good,  so good.",PHOEBE,FRIENDS,1,train
1_S10E10_376,"Well, for me, too. It's not the same with you gone.","I have to admit, leaving you to move in with Amy has been harder than I thought it would be.",LEONARD,BBT,0,train
2_609,I just called a friend of mine.,"I know. I know. I panicked, I panicked. I didn't want him to start yelling at me like I was some '74 Latour. It's Lafite. The '74 Latour is actually drinking quite nicely. All right here he comes. I'm gonna do this, I'm gonna tell him, I'm gonna be strong.",PERSON,FRIENDS,0,train
1_S11E03_169,"Me, either. What a small world.","Oh, you were born in Trivandrum. Have you ever been to the Kuthira Malika Palace? No, I haven't.",RAJ,BBT,0,train
2_514,What's going on?!  That's what's going on!!,"Okay, okay look, I know I'm being Mr. Inappropriate today, but it's just so tough, I mean see you walking around and I just wanna touch you and hold you, come on no one's around, just, just kiss me. All right that's, that's it!! Get off her! What is going on?",ROSS,FRIENDS,0,train
1_S12E10_195,Why is it all in the living room?,"What's all this? Your magic tricks from the garage. Your wands, your top hat with the stuffed mouse inside. I never had a stuffed mouse. Okay, do not wear this hat.",HOWARD,BBT,0,train
1_S10E14_032,"So, normal. Yeah--","Hey. Hey, boys. How's it going? Well, I thought we were having a nice conversation, but it turns out, i was being offensive.",BERNADETTE,BBT,1,train
1_S12E23_488,I stand by my statement.,- You pick up your dresses? AMY: Yep. The tailor had to take mine in and let Penny's out. Best day of my life. What about the day you met me?,AMY,BBT,1,train
1_S12E23_470,"This might be the glue talking, but that was a very pleasurable 139 and a half hours.","Hydrogen. Carbon. Carbon. And last but not least, carbon.",LEONARD,BBT,1,train
2_550,All right I'll have one.,"I will have one. Okay, I'm not gonna have one. No, no, it's just my tooth.",CHANDLER,FRIENDS,1,train
3_S01E01_568,To his beneficence.,"I'd like for this company to just be different than Hooli and Goolybib and all the rest, you know? Like, let's like not turn this into a corporate cult with bike meetings and voluntary retreats that are actually mandatory. And claiming to make the world a better place all the time. Let's, uh... Let's just think different. Uh, don't think different. That's Apple. Let's just... Let's just do it. - That's Nike, man. - I know that's Nike. - Yeah. - Uh... Fuck it. I don't know. Let's just make it... Let's make it happen. Yeah, agreed.",GILFOYLE,SV,0,train
1_S09E04_207,"But I met with 11 people, and they all walked out.","I'm not gonna be your roommate, Sheldon.",SHELDON,BBT,0,train
1_S09E07_054,And I'm laughing like I did the first time I heard it.,"Hello, Amy. It's Sheldon. Yeah, I know that we're broken up but I'm leaving this message because I thought perhaps you'd like to watch me be interviewed for a documentary about Mr. Spock. Or as I like to call it, a Spockumentary. (LAUGHS) Yeah, I'm going to use that joke in the interview, so try to laugh like you're hearing it for the first time. You know, hysterically. And with a tinge of sadness that I'm no longer in your life. I'm the one who thought of Spockumentary.",PENNY,BBT,1,train
1_S10E08_131,The last green thing I saw you eat was a Skittle.,"Huh, they screwed up and gave us steamed broccoli. Oh, no, that's mine. Really?",LEONARD,BBT,1,train
1_S11E20_143,"Oh, just about who you're marrying.","Okay, now, I promised Sheldon things weren't gonna get too crazy tonight. Should I be worried?",PENNY,BBT,1,train
3_S01E02_004,Hey. Sorry if I scared you. I know I have somewhat ghost-like features.,"Holy shit. What the fuck is that? Uh, that is Jared Dunn. He works for Gavin Belson.",OTHER,SV,0,train
2_236,"Gee, if only she were one and had no idea what a birthday was.","You can't go away this weekend, its Emma's birthday, we are having a party. Well can't you just have the party when we get back? No, it won't be her real birthday.",CHANDLER,FRIENDS,1,train
1_5679,"I'd like to respond to that sarcastically: Yes, I relish the thought of a stranger covering my body with oil and rubbing it.",the organism responsible for Michelob Lite. Is there something wrong with your neck? It's a little stiff. What a remarkably fragile structure to support such a valuable payload. Not unlike balancing a Faberge egg on a Pixie Stick. Have you considered massage?,SHELDON,BBT,1,train
1_S12E06_027,All the time? I only remember being invited to one.,"Oh, that would be fun. You know, I used to throw Halloween parties all the time when I moved into the building.",LEONARD,BBT,0,train
1_S09E04_230,"Well, it's Thai food night.","So, what are you thinking for dinner?",LEONARD,BBT,0,train
1_S12E23_576,Welcome to my life.,"""Your majesties, members of the Nobel Academy-- ""when I was a young boy growing up in East Texas ""I always knew I'd wind up on this stage, ""and everybody who said I wouldn't looks ""pretty darn foolish right now. I'm talking about you, high school science teacher Mr. Hubert Givens..."" Sheldon, Sheldon. Why are you talking so fast? I'm trying to get my speech down to 90 minutes. Nobody's gonna be able to understand a word you're saying.",SHELDON,BBT,1,train
1_S10E10_269,"Oh, yeah, I read about that on WhoGivesACrap.com","Hey, what's up? I'm here to put the crib together. Ooh, sorry, I already did it. Oh, I don't know if you realize this, but I bought that crib.",STUART,BBT,1,train
1_7341,I am talking to a man in space. If you don't have the (walkie-talkie static) then he might as well be at the Coffee Bean over on Lake Street.,"You know, joking, kidding around, hurting feelings. Okay, my turn. 
Let me talk to him. Go ahead. 2311 North Los Robles Avenue, Pasadena, California to International Space Station.
Can you read me? Over. (imitates walkie-talkie static) Yes, I read you, Sheldon. Copy that. Over. (imitates walkie-talkie static) What are you doing?",SHELDON,BBT,0,train
1_S09E11_045,"Oh, that's nice. Put that on her cake.",You guys just got back together. You might not want to ditch her on her birthday. I think Penny has a point. You can see it another day. But someone might spoil the movie. No one can spoil Amy's birthday for me. Surprise! She's even older. Who saw that coming?,PENNY,BBT,1,train
1_S11E07_112,It doesn't even matter how many all-rounders you have.,"So what do you think of our chances at the World Cup? Ah, World Cup. You know, it'll all depend if Kohli's batting in form. I know.",OTHER,BBT,0,train
1_S11E04_162,It's more of a tradition.,"Oh. I should've brought peanuts. You can't eat peanuts. You're allergic. If you die, who's going to drive me home? I'm not gonna eat them. It's a thing they do at JPL. When the Ranger mission finally had a successful launch, there were peanuts in the room. Ever since then, they have them at every launch. That sounds like a silly superstition.",HOWARD,BBT,0,train
1_S09E03_056,It runs on syphilis?,"It's bad enough I'm being taken against my will. I don't see why it has to be in some hippie's mobile sex dungeon. Well, Sheldon, there's something about this van that you're going to find very interesting.",SHELDON,BBT,1,train
1_S09E04_288,You really should've gone on the Internet and checked how long that kind of thing lives,"Hey, if you're open to living with someone great, I'll give you $1,000 to take Stuart.",AMY,BBT,1,train
2_365,"Nope. Op, wait! There he goes.","And you can see me! Same as yesterday, same as the day before. Is he doing his shark attack bit yet?",JOEY,FRIENDS,0,train
1_5571,"Yes, I'd like a seven-day course of penicillin, some, uh, syrup of ipecac-- to induce vomiting-- and a mint.","The backwash into this glass is every pathogen that calls your mouth home, sweet home. Not to mention the visitors who arrive on the dancing tongue of your subtropical girlfriend. Hey! That's my sister and my country you're talking about. Leonard may have defiled one, but I won't have you talking smack about the other. You guys ready to order?",SHELDON,BBT,1,train
